worker_id,loss,class
2,8.74985122680664,5
1,8.557517051696777,7
0,8.30600357055664,8
3,6.887350559234619,0
2,6.752302646636963,2
3,7.4441351890563965,9
0,8.08953857421875,3
1,11.413738250732422,1
3,8.08953857421875,3
1,6.33738899230957,4
0,6.712040901184082,6
2,7.444134712219238,9
2,8.306002616882324,8
1,6.712040901184082,6
3,11.413738250732422,1
0,6.7523040771484375,2
2,6.739412307739258,0
1,8.549341201782227,7
3,8.753658294677734,5
0,6.603769779205322,4
1,6.739411354064941,0
0,8.087959289550781,3
3,8.753658294677734,5
2,6.603769302368164,4
2,11.407707214355469,1
3,6.748544692993164,2
1,8.54907512664795,7
0,8.29977035522461,8
1,7.393985748291016,9
2,11.331244468688965,1
3,6.709853172302246,6
0,7.393985271453857,9
1,8.29759407043457,8
3,8.791702270507812,5
0,8.544282913208008,7
2,6.520318984985352,4
1,6.726444244384766,0
2,6.7283830642700195,2
3,8.083184242248535,3
0,6.7073211669921875,6
2,8.138355255126953,3
1,8.782747268676758,5
0,8.291719436645508,8
3,7.382404327392578,9
1,6.7220072746276855,0
0,8.53342056274414,7
3,6.70683479309082,6
2,11.317766189575195,1
1,6.72786808013916,2
0,8.527888298034668,7
3,6.51672887802124,4
2,6.51672887802124,4
1,6.728731155395508,2
2,6.696197986602783,6
0,8.290597915649414,8
3,7.3596696853637695,9
1,8.089737892150879,3
0,6.718355178833008,0
3,11.334699630737305,1
2,8.77223014831543,5
3,6.726363182067871,2
1,6.696197986602783,6
0,6.717095851898193,0
2,8.517387390136719,7
0,8.760957717895508,5
1,8.135307312011719,3
2,11.322031021118164,1
3,8.279239654541016,8
1,6.719761848449707,2
2,7.347521781921387,9
3,6.500527381896973,4
0,8.507261276245117,7
1,8.134464263916016,3
0,6.686466217041016,6
3,6.679113388061523,0
2,7.347522258758545,9
1,11.314141273498535,1
3,8.27827262878418,8
0,8.754117965698242,5
2,6.502907752990723,4
2,6.721322059631348,2
0,11.307655334472656,1
3,8.743642807006836,5
1,8.478389739990234,7
