worker_id,loss,class
0,10.878470420837402,7
0,7.876621246337891,5
0,10.790666580200195,8
0,10.259117126464844,0
0,9.879941940307617,9
0,11.914844512939453,2
0,11.456171035766602,3
0,7.722681999206543,1
0,8.618566513061523,4
0,7.346126079559326,6
0,9.881989479064941,9
0,11.456968307495117,3
0,10.789833068847656,8
0,7.720614910125732,1
0,7.3460235595703125,6
0,11.914749145507812,2
0,8.655813217163086,4
0,7.87719202041626,5
2,7.877141952514648,5
0,10.788985252380371,8
1,10.258471488952637,0
3,10.87723159790039,7
1,11.456169128417969,3
3,9.890151023864746,9
2,11.909308433532715,2
0,7.7192463874816895,1
2,11.456169128417969,3
1,7.347609043121338,6
3,9.890151977539062,9
0,8.651217460632324,4
2,7.34760856628418,6
0,10.788986206054688,8
3,7.719247817993164,1
1,11.909306526184082,2
2,7.878167152404785,5
0,10.257282257080078,0
3,10.8761568069458,7
1,8.652078628540039,4
3,7.878163814544678,5
1,11.455767631530762,3
0,10.257280349731445,0
2,8.652077674865723,4
3,10.786734580993652,8
2,7.719027042388916,1
0,11.908029556274414,2
1,10.876049995422363,7
2,7.347212791442871,6
0,9.865619659423828,9
1,7.716460704803467,1
3,9.86562442779541,9
1,7.8788533210754395,5
2,10.784919738769531,8
0,8.652497291564941,4
3,10.875118255615234,7
0,7.322566032409668,6
2,11.807214736938477,3
1,10.255338668823242,0
3,11.907049179077148,2
0,7.877346038818359,5
2,11.807212829589844,3
3,10.782754898071289,8
1,9.623600006103516,9
1,7.32236385345459,6
3,10.255329132080078,0
2,7.714025497436523,1
0,10.875534057617188,7
3,11.908178329467773,2
0,8.615983963012695,4
2,10.873178482055664,7
1,8.615983963012695,4
0,10.777867317199707,8
1,7.321062088012695,6
3,11.908167839050293,2
2,9.607460021972656,9
0,11.78788948059082,3
3,10.250556945800781,0
1,7.907707691192627,5
2,7.710549354553223,1
3,7.2920098304748535,6
1,10.250601768493652,0
2,10.86915397644043,7
0,11.29842758178711,2
1,7.907467365264893,5
2,11.787242889404297,3
0,7.710539817810059,1
3,10.501129150390625,8
2,11.291301727294922,2
0,10.866266250610352,7
3,8.614108085632324,4
1,9.574637413024902,9
1,7.292774677276611,6
3,10.245322227478027,0
0,11.786469459533691,3
2,9.574216842651367,9
3,7.786030292510986,1
1,7.908196449279785,5
2,8.790640830993652,4
0,10.492847442626953,8
0,11.269481658935547,2
3,10.862349510192871,7
1,7.908193588256836,5
2,7.786030292510986,1
1,7.296767234802246,6
2,9.136670112609863,9
0,8.7905855178833,4
3,11.800057411193848,3
1,10.484159469604492,8
3,10.230976104736328,0
2,11.256150245666504,2
0,10.862635612487793,7
1,11.797422409057617,3
3,7.785336494445801,1
2,8.791303634643555,4
0,9.614606857299805,9
3,7.291552543640137,6
1,7.905963897705078,5
0,10.484161376953125,8
2,10.230581283569336,0
0,7.290478229522705,6
2,9.928040504455566,9
1,7.6866607666015625,1
3,11.241332054138184,2
0,10.486465454101562,8
2,7.92467737197876,5
1,11.789119720458984,3
3,9.475316047668457,4
3,10.219564437866211,0
0,10.219568252563477,0
2,10.563589096069336,7
1,10.563591957092285,7
1,10.488262176513672,8
3,7.924796104431152,5
2,11.785971641540527,3
0,9.579045295715332,4
3,11.232831954956055,2
0,9.910714149475098,9
2,7.29099178314209,6
1,7.684527397155762,1
0,10.494614601135254,8
2,7.198731422424316,6
1,11.775402069091797,3
3,9.892997741699219,9
1,7.927393913269043,5
3,10.55042839050293,7
0,7.66007137298584,1
2,9.548603057861328,4
0,10.493444442749023,8
3,10.300119400024414,0
2,11.24978256225586,2
1,9.54296875,4
1,7.928832054138184,5
3,11.766765594482422,3
2,9.877275466918945,9
0,10.518263816833496,7
0,7.274112224578857,6
3,10.352020263671875,0
1,7.655435562133789,1
2,11.242719650268555,2
0,7.885941505432129,5
2,7.650980472564697,1
1,11.105470657348633,2
3,9.854496002197266,9
0,10.486654281616211,8
2,11.753409385681152,3
3,6.950193405151367,6
1,9.62162971496582,4
2,10.240828514099121,0
3,11.744180679321289,3
0,7.2006330490112305,1
1,10.514286041259766,7
3,7.886602878570557,5
1,10.481599807739258,8
0,10.514213562011719,7
2,9.76325798034668,9
0,6.94256067276001,6
2,11.080678939819336,2
1,10.236923217773438,0
3,9.437628746032715,4
0,7.890547752380371,5
2,7.19881534576416,1
3,9.794063568115234,9
1,9.325918197631836,4
3,10.474472045898438,8
0,6.946743011474609,6
1,11.703058242797852,3
2,10.510993957519531,7
1,10.41021728515625,0
2,10.410219192504883,0
3,10.713550567626953,2
0,10.527166366577148,7
2,10.061705589294434,8
3,9.594773292541504,4
0,10.713310241699219,2
1,9.750570297241211,9
0,6.953948020935059,6
2,7.895867347717285,5
1,7.5443830490112305,1
3,12.042245864868164,3
1,12.04223346710205,3
2,10.004576683044434,0
0,7.544382095336914,1
3,9.521907806396484,4
3,7.90810489654541,5
2,6.954068660736084,6
0,10.778522491455078,2
1,9.711575508117676,9
2,8.115617752075195,1
0,11.024334907531738,7
3,11.024330139160156,7
1,10.728445053100586,8
3,7.94578218460083,5
1,10.72844409942627,8
0,11.994926452636719,3
2,10.729373931884766,2
2,6.94451904296875,6
0,9.287186622619629,9
1,9.425201416015625,4
3,9.862001419067383,0
0,11.593255996704102,3
2,9.425199508666992,4
3,9.287187576293945,9
1,7.913768291473389,1
3,7.9799299240112305,5
1,9.861997604370117,0
2,10.690563201904297,8
0,10.913798332214355,7
1,6.948476791381836,6
3,10.627914428710938,2
2,8.078560829162598,5
0,10.627914428710938,2
3,10.620189666748047,3
2,9.154964447021484,9
0,8.591264724731445,4
1,7.919705390930176,1
0,6.947649955749512,6
1,9.844067573547363,0
2,11.41904354095459,7
3,11.343254089355469,8
3,9.84366512298584,0
0,11.388648986816406,7
1,9.66064739227295,9
2,8.562318801879883,4
2,7.924732208251953,1
1,6.954433441162109,6
0,11.23294734954834,8
3,10.57634162902832,2
3,10.585689544677734,3
0,10.585692405700684,3
2,8.142524719238281,5
1,6.954433441162109,6
3,9.83530044555664,0
2,8.552099227905273,4
0,11.009502410888672,2
1,11.136517524719238,8
3,8.155282974243164,5
2,10.895408630371094,7
0,9.634564399719238,9
1,7.955966949462891,1
3,9.834970474243164,0
2,11.136816024780273,8
1,8.155278205871582,5
0,8.38973617553711,4
0,10.551275253295898,3
1,10.895407676696777,7
2,7.955965995788574,1
3,6.708343505859375,6
2,9.649072647094727,9
3,10.309017181396484,2
0,8.823999404907227,5
1,10.309019088745117,2
0,11.220465660095215,8
2,10.883291244506836,7
1,9.503023147583008,9
3,8.854576110839844,1
2,6.923750877380371,6
1,10.573564529418945,3
3,10.179488182067871,0
0,8.079602241516113,4
3,10.179490089416504,0
0,8.823915481567383,5
1,10.309061050415039,2
2,10.573568344116211,3
3,9.44731616973877,9
0,6.935553550720215,6
1,8.873230934143066,1
2,8.343130111694336,4
0,9.937976837158203,8
2,9.937975883483887,8
1,10.864398956298828,7
3,10.864399909973145,7
0,10.54770278930664,3
1,8.84092903137207,5
2,8.347246170043945,4
3,6.933859825134277,6
2,10.19992733001709,0
1,8.872819900512695,1
3,10.269917488098145,2
0,9.407476425170898,9
0,9.064558982849121,9
3,8.835822105407715,5
1,6.891053676605225,6
2,10.235677719116211,2
0,10.025572776794434,8
3,8.883188247680664,1
1,10.523393630981445,3
2,8.3296480178833,4
2,10.189301490783691,0
3,10.84771728515625,7
0,9.06454086303711,9
1,10.025578498840332,8
1,8.836298942565918,5
3,8.88223648071289,1
2,8.357465744018555,4
0,10.84771728515625,7
3,10.160741806030273,0
2,6.706939220428467,6
0,10.410906791687012,3
1,11.588523864746094,2
0,8.884265899658203,1
3,10.227646827697754,8
1,8.837590217590332,5
2,10.41076374053955,3
0,6.706833839416504,6
3,10.649842262268066,7
2,11.585740089416504,2
1,8.808537483215332,9
2,10.410476684570312,3
0,8.412054061889648,4
3,8.88334846496582,1
1,10.158879280090332,0
0,11.574241638183594,2
2,8.411728858947754,4
3,6.740765571594238,6
1,11.301558494567871,7
0,9.764537811279297,8
1,10.1451416015625,0
3,8.796649932861328,5
2,7.594647407531738,9
0,10.382678031921387,3
2,9.764537811279297,8
3,8.891077041625977,1
1,6.6832733154296875,6
2,7.594622611999512,9
0,11.561067581176758,2
1,8.79649829864502,5
3,11.265649795532227,7
0,8.889615058898926,1
2,6.664610385894775,6
3,10.136725425720215,0
1,8.517948150634766,4
0,8.428361892700195,5
2,10.12196159362793,0
3,7.581125259399414,9
1,9.738426208496094,8
3,10.357963562011719,3
0,11.596820831298828,2
2,11.251748085021973,7
1,8.317934036254883,4
0,10.357965469360352,3
2,8.428361892700195,5
3,8.317931175231934,4
1,11.251603126525879,7
2,10.119346618652344,0
0,8.669370651245117,1
3,7.53618049621582,9
1,6.757473468780518,6
2,8.786779403686523,5
1,9.733487129211426,8
0,12.34494400024414,2
3,12.344940185546875,2
2,10.32727336883545,3
3,9.73348617553711,8
0,11.28346061706543,7
1,7.974204063415527,4
3,6.755529403686523,6
2,10.100963592529297,0
1,8.680005073547363,1
0,7.528882026672363,9
0,11.401700973510742,7
1,9.733545303344727,8
3,12.344963073730469,2
2,8.679229736328125,1
0,6.741352558135986,6
1,8.78004264831543,5
2,8.24853515625,4
3,10.14281177520752,0
3,10.29776668548584,3
1,10.142810821533203,0
2,7.819062232971191,9
0,7.819063186645508,9
2,9.864763259887695,8
3,6.741350173950195,6
0,8.248534202575684,4
1,8.87569522857666,1
0,8.780044555664062,5
3,10.297767639160156,3
1,11.430477142333984,7
2,12.331501007080078,2
3,6.684858322143555,6
0,11.29488754272461,7
1,8.498981475830078,1
2,12.319307327270508,2
3,10.272380828857422,3
0,8.600543022155762,4
1,10.12437629699707,0
2,9.858348846435547,8
3,10.272377014160156,3
0,8.773897171020508,5
2,7.604851245880127,9
1,8.600543022155762,4
3,7.604846000671387,9
2,11.294878959655762,7
1,12.31930160522461,2
0,6.684727668762207,6
3,9.85289192199707,8
0,10.106403350830078,0
2,8.700787544250488,1
1,8.853718757629395,5
0,9.211475372314453,0
1,8.701125144958496,1
3,12.344165802001953,2
2,8.85201644897461,5
2,10.25063705444336,3
0,11.315252304077148,7
1,7.516810894012451,9
3,6.80816650390625,6
1,9.853781700134277,8
0,8.70112133026123,1
2,10.250643730163574,3
3,8.559930801391602,4
1,9.199051856994629,0
3,8.558326721191406,4
0,8.870131492614746,5
2,12.303610801696777,2
0,6.807470321655273,6
1,9.845756530761719,8
2,11.784368515014648,7
3,7.322121620178223,9
2,10.231945037841797,3
0,8.700006484985352,1
3,7.324531555175781,9
1,12.323318481445312,2
3,6.808248043060303,6
0,9.845755577087402,8
1,8.870067596435547,5
2,9.260322570800781,4
3,9.190834045410156,0
1,10.211465835571289,3
2,12.06100082397461,7
0,9.190836906433105,0
3,7.305810451507568,9
1,8.866266250610352,5
0,9.051484107971191,4
2,12.288336753845215,2
0,10.077383041381836,8
3,12.060959815979004,7
1,6.900091171264648,6
2,8.703964233398438,1
2,8.866865158081055,5
3,10.211207389831543,3
0,9.051841735839844,4
1,6.900084972381592,6
3,10.079959869384766,8
2,8.705805778503418,1
1,11.708209991455078,2
0,12.07898235321045,7
0,9.184098243713379,0
1,7.323675155639648,9
3,7.323675155639648,9
2,9.041425704956055,4
0,9.182361602783203,0
3,11.70295524597168,2
1,8.86967658996582,5
2,10.189871788024902,3
2,7.515223026275635,6
0,12.078835487365723,7
3,10.077878952026367,8
1,8.706762313842773,1
0,10.176813125610352,3
2,8.70413875579834,1
1,9.175176620483398,0
3,7.283733367919922,9
2,11.649109840393066,2
3,8.31024169921875,6
1,8.871532440185547,5
0,11.81942367553711,7
2,10.073015213012695,8
3,10.176770210266113,3
1,10.073015213012695,8
0,9.0288724899292,4
3,8.569215774536133,6
0,8.705138206481934,1
1,11.819120407104492,7
2,11.650823593139648,2
0,9.16627311706543,0
3,8.872871398925781,5
2,7.285070896148682,9
1,8.485621452331543,4
3,9.819780349731445,8
1,8.698995590209961,1
2,11.606992721557617,2
0,8.48562240600586,4
3,8.872745513916016,5
2,9.166275978088379,0
0,10.164194107055664,3
1,8.553726196289062,6
1,11.817195892333984,7
0,7.487615585327148,9
3,11.817195892333984,7
2,7.487612724304199,9
1,10.302938461303711,8
3,8.532938003540039,6
2,8.868053436279297,5
0,11.57497787475586,2
3,9.150590896606445,0
0,8.718634605407715,1
2,10.155994415283203,3
1,8.099973678588867,4
0,10.302937507629395,8
1,8.718633651733398,1
3,7.473340034484863,9
2,8.09997844696045,4
0,8.864679336547852,5
1,9.150558471679688,0
3,11.57555103302002,2
2,11.816930770874023,7
0,10.151872634887695,3
2,8.52259349822998,6
1,8.474204063415527,4
3,7.455497741699219,9
0,9.079646110534668,0
2,10.249574661254883,8
1,10.151873588562012,3
3,11.55480670928955,2
0,8.522595405578613,6
3,8.839274406433105,5
2,12.067134857177734,7
1,8.687190055847168,1
